,STATUS,MNET_ID,ELEVATION,NAME,STID,ELEV_DEM,LONGITUDE,STATE,RESTRICTED,QC_FLAGGED,LATITUDE,TIMEZONE,ID,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_1.period_of_record.end,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1d.derived_from,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.start,SENSOR_VARIABLES.relative_humidity.relative_humidity_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.start,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1.period_of_record.end,SENSOR_VARIABLES.sea_level_pressure.sea_level_pressure_value_1d.derived_from,UNITS.position,UNITS.elevation,OBSERVATIONS.dew_point_temperature_value_1d.date_time,OBSERVATIONS.dew_point_temperature_value_1d.value,OBSERVATIONS.sea_level_pressure_value_1d.date_time,OBSERVATIONS.sea_level_pressure_value_1d.value,OBSERVATIONS.air_temp_value_1.date_time,OBSERVATIONS.air_temp_value_1.value,OBSERVATIONS.sea_level_pressure_value_1.date_time,OBSERVATIONS.sea_level_pressure_value_1.value,OBSERVATIONS.relative_humidity_value_1.date_time,OBSERVATIONS.relative_humidity_value_1.value,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.start,SENSOR_VARIABLES.dew_point_temperature.dew_point_temperature_value_1.period_of_record.end,OBSERVATIONS.dew_point_temperature_value_1.date_time,OBSERVATIONS.dew_point_temperature_value_1.value,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.start,SENSOR_VARIABLES.precip_accum.precip_accum_value_1.period_of_record.end,OBSERVATIONS.precip_accum_value_1.date_time,OBSERVATIONS.precip_accum_value_1.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_4.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_1.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_2.period_of_record.end,OBSERVATIONS.soil_temp_value_4.date_time,OBSERVATIONS.soil_temp_value_4.value,OBSERVATIONS.soil_temp_value_1.date_time,OBSERVATIONS.soil_temp_value_1.value,OBSERVATIONS.soil_temp_value_2.date_time,OBSERVATIONS.soil_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_3.period_of_record.end,OBSERVATIONS.soil_temp_value_3.date_time,OBSERVATIONS.soil_temp_value_3.value,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.start,SENSOR_VARIABLES.air_temp.air_temp_value_2.period_of_record.end,OBSERVATIONS.air_temp_value_2.date_time,OBSERVATIONS.air_temp_value_2.value,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_10.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_8.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_9.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_5.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_6.period_of_record.end,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.start,SENSOR_VARIABLES.soil_temp.soil_temp_value_7.period_of_record.end,OBSERVATIONS.soil_temp_value_7.date_time,OBSERVATIONS.soil_temp_value_7.value,OBSERVATIONS.soil_temp_value_10.date_time,OBSERVATIONS.soil_temp_value_10.value,OBSERVATIONS.soil_temp_value_8.date_time,OBSERVATIONS.soil_temp_value_8.value,OBSERVATIONS.soil_temp_value_9.date_time,OBSERVATIONS.soil_temp_value_9.value,OBSERVATIONS.soil_temp_value_5.date_time,OBSERVATIONS.soil_temp_value_5.value,OBSERVATIONS.soil_temp_value_6.date_time,OBSERVATIONS.soil_temp_value_6.value
6103,ACTIVE,229,1267,Reeves Canyon Road,111PG,,-123.27959,CA,False,False,39.28167,America/Los_Angeles,163391,2021-04-09T21:15:00Z,2023-07-31T23:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,10.76,,,2023-08-01T00:10:00Z,28.44,,,2023-08-01T00:10:00Z,33.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6104,ACTIVE,229,1626,Deer Meadows Drive,089PG,,-123.34848,CA,False,False,39.03297,America/Los_Angeles,163392,2021-04-10T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.5,,,2023-08-01T00:10:00Z,24.56,,,2023-08-01T00:10:00Z,47.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105,ACTIVE,229,1439,Pentz Road,108PG,,-121.57196,CA,False,False,39.71208,America/Los_Angeles,163393,2021-04-10T03:14:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,7.29,,,2023-08-01T00:10:00Z,32.44,,,2023-08-01T00:10:00Z,20.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6106,ACTIVE,229,1894,Meadow Valley Road,PG925,,-121.22985,CA,False,False,39.36618,America/Los_Angeles,163398,2021-04-10T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,4.05,,,2023-08-01T00:10:00Z,32.56,,,2023-08-01T00:10:00Z,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,ACTIVE,229,329,Village Drive,097PG,,-120.97955,CA,False,False,38.27576,America/Los_Angeles,163399,2021-04-10T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,3.44,,,2023-08-01T00:10:00Z,34.56,,,2023-08-01T00:10:00Z,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6108,ACTIVE,64,7,COLIS2,UR604,,-122.19289,CA,False,False,37.74769,America/Los_Angeles,163406,2021-04-11T21:55:00Z,2023-07-31T23:02:00Z,,,,,,,,,ft,ft,,,,,2023-07-31T23:02:00Z,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6109,ACTIVE,64,151,LICK2,UR612,,-121.83944,CA,False,False,37.28160,America/Los_Angeles,163414,2021-04-11T21:55:00Z,2023-07-31T22:38:00Z,,,,,,,,,ft,ft,,,,,2023-07-31T23:45:00Z,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,ACTIVE,229,1815,Sky Ranch Road,101PG,,-121.67671,CA,False,False,36.43134,America/Los_Angeles,163423,2021-04-12T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,8.26,,,2023-08-01T00:10:00Z,23.12,,,2023-08-01T00:10:00Z,38.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,ACTIVE,229,1719,Moulton Loop,102PG,,-121.90952,CA,False,False,40.35720,America/Los_Angeles,163424,2021-04-12T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,1.57,,,2023-08-01T00:10:00Z,34.33,,,2023-08-01T00:10:00Z,12.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,ACTIVE,229,2019,Pleasant Valley Lane,104PG,,-121.70137,CA,False,False,36.54997,America/Los_Angeles,163425,2021-04-12T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.55,,,2023-08-01T00:10:00Z,22.68,,,2023-08-01T00:10:00Z,52.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,INACTIVE,65,318,FW9647 Mariposa,F9647,,-120.00006,CA,False,False,37.00852,America/Los_Angeles,163427,2021-04-12T20:05:00Z,2023-03-09T14:17:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-03-09T14:17:00Z,-1.49,2023-03-09T14:17:00Z,1017.73,2023-03-09T14:17:00Z,3.33,,,2023-03-09T14:17:00Z,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114,ACTIVE,229,1654,Le Vin,088PG,,-123.11889,CA,False,False,38.89258,America/Los_Angeles,163437,2021-04-13T21:15:00Z,2023-07-31T23:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,7.31,,,2023-08-01T00:10:00Z,29.44,,,2023-08-01T00:10:00Z,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115,ACTIVE,229,1772,Ridge Road - Lake,095PG,,-122.95661,CA,False,False,38.95256,America/Los_Angeles,163441,2021-04-14T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.99,,,2023-08-01T00:10:00Z,31.28,,,2023-08-01T00:10:00Z,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6116,ACTIVE,229,989,Lower Alderpoint Road,PG839,,-123.61386,CA,False,False,40.16443,America/Los_Angeles,163442,2021-04-14T03:15:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,14.32,,,2023-08-01T00:10:00Z,26.04,,,2023-08-01T00:10:00Z,48.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6117,ACTIVE,231,5374,SCE Mt. Hillyer Rd,081SE,,-118.03044,CA,False,False,34.34011,America/Los_Angeles,163462,2021-04-15T13:13:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,11.07,,,2023-08-01T00:10:00Z,23.85,,,2023-08-01T00:10:00Z,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6118,ACTIVE,231,1587,SCE Ewana Pl,082SE,,-118.61662,CA,False,False,34.28673,America/Los_Angeles,163463,2021-04-15T13:13:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,15.23,,,2023-08-01T00:10:00Z,33.28,,,2023-08-01T00:10:00Z,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6119,ACTIVE,231,3706,SCE Big Valley Rd,083SE,,-118.18958,CA,False,False,34.53045,America/Los_Angeles,163467,2021-04-15T22:13:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,13.79,,,2023-08-01T00:10:00Z,27.06,,,2023-08-01T00:10:00Z,44.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6120,ACTIVE,229,1644,Verna Way,086PG,,-122.76842,CA,False,False,39.04047,America/Los_Angeles,163468,2021-04-15T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,8.45,,,2023-08-01T00:10:00Z,32.44,,,2023-08-01T00:10:00Z,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6121,ACTIVE,65,101,FW9676 Torrance,F9676,,-118.34750,CA,False,False,33.84000,America/Los_Angeles,163645,2021-04-15T22:10:00Z,2023-07-31T17:55:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:10:00Z,20.96,2023-08-01T00:10:00Z,1011.73,2023-08-01T00:10:00Z,24.44,,,2023-08-01T00:10:00Z,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6122,ACTIVE,231,3272,SCE Florencell Ave,084SE,,-118.19078,CA,False,False,34.51152,America/Los_Angeles,163648,2021-04-16T01:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,13.97,,,2023-08-01T00:10:00Z,28.44,,,2023-08-01T00:10:00Z,41.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123,ACTIVE,231,6127,SCE Cumorah Crest Camp Rd,085SE,,-117.98424,CA,False,False,34.34665,America/Los_Angeles,163650,2021-04-16T13:13:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,10.91,,,2023-08-01T00:10:00Z,21.52,,,2023-08-01T00:10:00Z,50.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124,ACTIVE,231,2327,SCE Jaybird Rd,086SE,,-117.57570,CA,False,False,34.16636,America/Los_Angeles,163651,2021-04-16T13:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,18.17,,,2023-08-01T00:10:00Z,30.17,,,2023-08-01T00:10:00Z,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6125,ACTIVE,229,1639,Taylor Canyon Road,109PG,1643.7,-120.44428,CA,False,False,35.76603,America/Los_Angeles,163655,2021-05-24T21:36:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,2.62,,,2023-08-01T00:10:00Z,32.72,,,2023-08-01T00:10:00Z,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6126,ACTIVE,229,2193,Davis Road,112PG,,-120.19194,CA,False,False,35.66622,America/Los_Angeles,163656,2021-04-19T15:56:00Z,2023-07-10T15:10:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-07-10T15:10:00Z,8.07,,,2023-07-10T15:10:00Z,18.59,,,2023-07-10T15:10:00Z,50.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127,ACTIVE,229,272,Elsey,PG849,,-121.62246,CA,False,False,39.60865,America/Los_Angeles,163669,2021-04-17T03:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.82,,,2023-08-01T00:10:00Z,34.67,,,2023-08-01T00:10:00Z,21.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6128,ACTIVE,231,4480,SCE McKenzie Ln,087SE,,-116.73289,CA,False,False,33.70731,America/Los_Angeles,163683,2021-04-19T22:14:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,16.34,,,2023-08-01T00:10:00Z,25.17,,,2023-08-01T00:10:00Z,58.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6129,ACTIVE,263,233,Browns Valley School,C3BVS,,-121.40621,CA,False,False,39.23586,America/Los_Angeles,163685,2021-04-19T23:20:00Z,2023-07-31T23:00:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-07-31T23:00:00Z,9.15,2023-07-31T23:00:00Z,1012.65,2023-07-31T23:00:00Z,34.54,,,2023-07-31T23:00:00Z,20.96,,,,,,,,,,,,,,,2023-07-31T23:00:00Z,29.62,2023-07-31T23:00:00Z,41.06,2023-07-31T23:00:00Z,32.06,,,2023-07-31T23:00:00Z,31.98,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-31T23:00:00Z,27.24,2023-07-31T23:00:00Z,24.54
6130,ACTIVE,231,4855,SCE Pisgah Peak Rd,088SE,,-116.94712,CA,False,False,34.04259,America/Los_Angeles,163686,2021-04-20T01:12:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,16.07,,,2023-08-01T00:10:00Z,24.23,,,2023-08-01T00:10:00Z,60.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6131,ACTIVE,231,3041,SCE Pendleton Rd,089SE,,-117.01941,CA,False,False,34.04023,America/Los_Angeles,163688,2021-04-20T16:14:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,17.96,,,2023-08-01T00:10:00Z,30.0,,,2023-08-01T00:10:00Z,48.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6132,ACTIVE,2,703,COAST DAIRIES,XCDC1,702.1,-122.187810,CA,False,False,37.030830,America/Los_Angeles,163812,2021-07-13T19:12:00Z,2023-07-31T23:09:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:09:00Z,12.7,,,2023-08-01T00:09:00Z,20.0,,,2023-08-01T00:09:00Z,63.0,,,,,,,2023-08-01T00:09:00Z,1168.654,,,,,,,,,2023-08-01T00:09:00Z,27.11,2023-08-01T00:09:00Z,25.67,,,2023-08-01T00:09:00Z,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,ACTIVE,65,6856,FW9733 Fawsnkin,F9733,,-116.93567,CA,False,False,34.26933,America/Los_Angeles,163814,2021-04-22T21:10:00Z,2023-07-31T22:16:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,"['pressure_value_1d', 'air_temp_value_1', 'relative_humidity_value_1']",ft,ft,2023-08-01T00:01:00Z,14.11,2023-08-01T00:01:00Z,1010.18,2023-08-01T00:01:00Z,20.0,,,2023-08-01T00:01:00Z,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134,ACTIVE,229,427,Sycamore Springs Road,087PG,,-121.81426,CA,False,False,37.88510,America/Los_Angeles,163830,2021-04-23T21:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,3.71,,,2023-08-01T00:10:00Z,31.94,,,2023-08-01T00:10:00Z,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6135,ACTIVE,229,3080,Shake Ridge Road North,098PG,,-120.60401,CA,False,False,38.48268,America/Los_Angeles,163831,2021-04-24T00:44:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,3.58,,,2023-08-01T00:10:00Z,29.61,,,2023-08-01T00:10:00Z,18.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6136,ACTIVE,229,2807,Charleston Road,117PG,,-120.65077,CA,False,False,38.46223,America/Los_Angeles,163832,2021-04-24T15:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,3.98,,,2023-08-01T00:10:00Z,29.94,,,2023-08-01T00:10:00Z,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6137,ACTIVE,229,174,Browns Valley,PG869,,-121.42246,CA,False,False,39.22394,America/Los_Angeles,163834,2021-04-24T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.47,,,2023-08-01T00:10:00Z,34.83,,,2023-08-01T00:10:00Z,17.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6138,ACTIVE,229,451,River Road - Monterey,105PG,,-121.51769,CA,False,False,36.49796,America/Los_Angeles,163835,2021-04-26T15:35:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,13.59,,,2023-08-01T00:10:00Z,18.77,,,2023-08-01T00:10:00Z,72.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,ACTIVE,229,1243,Calaveras Airport,076PG,,-120.64316,CA,False,False,38.14284,America/Los_Angeles,163836,2021-05-04T20:55:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.31,,,2023-08-01T00:10:00Z,33.83,,,2023-08-01T00:10:00Z,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6140,ACTIVE,229,1137,New Chicago Road,PG745,,-120.83522,CA,False,False,38.43768,America/Los_Angeles,163840,2021-04-26T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.02,,,2023-08-01T00:10:00Z,33.72,,,2023-08-01T00:10:00Z,17.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6141,ACTIVE,229,263,Vista Robles,PG871,,-121.50937,CA,False,False,39.41890,America/Los_Angeles,163841,2021-04-26T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.13,,,2023-08-01T00:10:00Z,34.56,,,2023-08-01T00:10:00Z,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6142,ACTIVE,229,988,Liberty Lane,115PG,,-122.58543,CA,False,False,38.80550,America/Los_Angeles,163847,2021-04-27T15:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.72,,,2023-08-01T00:10:00Z,32.61,,,2023-08-01T00:10:00Z,24.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6143,ACTIVE,231,914,SCE Auto Mall Dr,090SE,,-118.83327,CA,False,False,34.16353,America/Los_Angeles,163848,2021-04-27T16:13:00Z,2023-07-31T23:40:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,19.68,,,2023-08-01T00:10:00Z,31.89,,,2023-08-01T00:10:00Z,48.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6144,ACTIVE,229,178,Kortum Trail,091PG,,-123.10006,CA,False,False,38.41648,America/Los_Angeles,163860,2021-04-29T00:14:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.12,,,2023-08-01T00:10:00Z,14.01,,,2023-08-01T00:10:00Z,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,ACTIVE,229,2381,Newtown Road,116PG,,-121.08626,CA,False,False,39.25770,America/Los_Angeles,163964,2021-04-30T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,6.43,,,2023-08-01T00:10:00Z,31.44,,,2023-08-01T00:10:00Z,20.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6146,ACTIVE,229,938,Reuss Road,123PG,,-121.65952,CA,False,False,37.66162,America/Los_Angeles,163965,2021-05-04T21:06:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,9.28,,,2023-08-01T00:10:00Z,29.44,,,2023-08-01T00:10:00Z,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6147,ACTIVE,229,642,Fountain Ranch Road,134PG,,-123.58069,CA,False,False,40.89586,America/Los_Angeles,163966,2021-04-30T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,12.86,,,2023-08-01T00:10:00Z,29.83,,,2023-08-01T00:10:00Z,35.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6148,ACTIVE,229,3076,Chimney Rock East,135PG,,-123.58064,CA,False,False,39.89168,America/Los_Angeles,163967,2021-05-03T15:45:00Z,2023-07-31T23:30:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,7.21,,,2023-08-01T00:10:00Z,24.99,,,2023-08-01T00:10:00Z,32.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149,ACTIVE,229,1665,Middletown South,137PG,,-122.60841,CA,False,False,38.73276,America/Los_Angeles,163968,2021-04-30T21:15:00Z,2023-07-31T17:50:00Z,,,"['air_temp_value_1', 'relative_humidity_value_1']",,,,,,ft,ft,2023-08-01T00:10:00Z,8.01,,,2023-08-01T00:10:00Z,30.83,,,2023-08-01T00:10:00Z,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
