,ELEVATION,LONGITUDE,QC_FLAGGED,LATITUDE,PERIOD_OF_RECORD.start,PERIOD_OF_RECORD.end,OBSERVATIONS.air_temp_value_1.date_time,OBSERVATIONS.air_temp_value_1.value,OBSERVATIONS.air_temp_value_2.date_time,OBSERVATIONS.air_temp_value_2.value,OBSERVATIONS.sea_level_pressure_value_1d.date_time,OBSERVATIONS.sea_level_pressure_value_1d.value,OBSERVATIONS.sea_level_pressure_value_1.date_time,OBSERVATIONS.sea_level_pressure_value_1.value,OBSERVATIONS.dew_point_temperature_value_1d.date_time,OBSERVATIONS.dew_point_temperature_value_1d.value,OBSERVATIONS.dew_point_temperature_value_1.date_time,OBSERVATIONS.dew_point_temperature_value_1.value,OBSERVATIONS.relative_humidity_value_1.date_time,OBSERVATIONS.relative_humidity_value_1.value
996,3957,-118.49407,False,35.16809,2006-12-06T00:00:00Z,2023-07-31T17:57:00Z,2023-08-06T17:17:00Z,24.44,,,2023-08-06T17:17:00Z,1013.79,,,2023-08-06T17:17:00Z,9.94,,,2023-08-06T17:17:00Z,40.0
997,22,-122.12967,False,38.17167,2006-12-13T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,26.11,,,2023-08-06T17:15:00Z,1013.52,,,2023-08-06T17:15:00Z,14.23,,,2023-08-06T17:15:00Z,48.0
998,7659,-120.21583,False,38.80389,2006-12-14T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,18.42,,,2023-08-06T16:30:00Z,1034.86,,,2023-08-06T16:30:00Z,1.14,,,2023-08-06T16:30:00Z,31.52
999,87,-122.95000,False,38.09417,2006-12-14T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,11.59,,,2023-08-06T16:30:00Z,1016.23,,,2023-08-06T16:30:00Z,10.79,,,2023-08-06T16:30:00Z,94.9
1000,9646,-118.47500,False,37.12833,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,16.56,,,,,,,2023-08-06T17:00:00Z,0.95,,,2023-08-06T17:00:00Z,35.0
1001,80,-117.14500,False,36.60194,2006-12-16T00:00:00Z,2023-08-06T16:10:00Z,2023-08-06T17:10:00Z,38.07,,,,,,,2023-08-06T17:10:00Z,-5.29,,,2023-08-06T17:10:00Z,6.0
1002,11919,-118.54583,True,37.16194,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1003,5026,-120.60694,False,40.18000,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,22.35,,,,,,,,,,,,
1004,5662,-120.48306,False,40.11917,2006-12-16T00:00:00Z,2023-08-06T15:00:00Z,2023-08-06T16:00:00Z,15.47,,,2023-08-06T16:00:00Z,948.61,,,2023-08-06T16:00:00Z,4.73,,,2023-08-06T16:00:00Z,49.0
1005,9504,-119.23278,False,37.93500,2006-12-17T00:00:00Z,2023-01-30T10:00:00Z,2023-01-30T10:00:00Z,-14.89,,,,,,,2023-01-30T10:00:00Z,-16.87,,,2023-01-30T10:00:00Z,85.0
1006,6200,-121.27500,False,40.41833,2006-12-16T00:00:00Z,2023-07-31T17:00:00Z,2023-08-06T17:00:00Z,-17.78,,,,,,,2023-08-06T17:00:00Z,-39.39,,,2023-08-06T17:00:00Z,13.0
1007,6812,-120.28889,True,40.03611,2006-12-16T00:00:00Z,2023-08-06T15:00:00Z,,,,,,,,,,,,,,
1008,9600,-118.73528,False,37.45778,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,15.56,,,,,,,2023-08-06T17:00:00Z,3.59,,,2023-08-06T17:00:00Z,45.0
1009,6240,-120.14333,False,39.16639,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:15:00Z,21.3,,,,,,,,,,,,
1010,1200,-121.04500,False,38.88194,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,26.03,,,,,,,,,,,,
1011,5278,-120.70806,False,39.27611,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:00:00Z,19.23,,,,,,,,,,,,
1012,2805,-121.31667,False,39.91000,2006-12-16T00:00:00Z,2023-08-06T15:15:00Z,2023-08-06T16:15:00Z,26.84,,,,,,,2023-08-06T16:15:00Z,-32.75,,,2023-08-06T16:15:00Z,1.0
1013,301,-121.31611,False,39.05139,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,0.0,,,,,,,,,,,,
1014,600,-121.18972,False,39.33083,2006-12-16T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T16:45:00Z,24.83,,,,,,,,,,,,
1015,2919,-120.83000,False,39.55694,2006-12-16T00:00:00Z,2023-03-20T15:20:00Z,2023-03-20T11:00:00Z,1.67,,,,,,,,,,,,
1016,3000,-120.78944,False,38.92472,2006-12-16T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T16:00:00Z,26.62,,,,,,,,,,,,
1017,1626,-122.39917,False,41.02250,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,29.44,,,,,,,,,,,,
1018,3560,-120.94167,False,40.13917,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:00:00Z,21.67,,,,,,,,,,,,
1019,2417,-121.06639,False,39.20556,2006-12-16T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T16:15:00Z,27.89,,,,,,,2023-08-06T16:15:00Z,10.15,,,2023-08-06T16:15:00Z,33.0
1020,4560,-121.09139,False,40.27250,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:00:00Z,20.0,,,,,,,,,,,,
1021,7500,-120.50833,False,39.41667,2006-12-16T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,18.28,,,,,,,2023-08-06T17:15:00Z,4.02,,,2023-08-06T17:15:00Z,39.0
1022,4957,-121.60861,False,40.34806,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,20.56,,,,,,,,,,,,
1023,6223,-120.35583,True,39.27444,2006-12-16T00:00:00Z,2023-08-06T15:20:00Z,2023-08-06T16:20:00Z,15.56,,,,,,,2023-08-06T16:20:00Z,6.49,,,2023-08-06T16:20:00Z,55.0
1024,1750,-121.62472,False,39.75361,2006-12-16T00:00:00Z,2023-08-06T15:00:00Z,2023-08-06T16:00:00Z,30.0,,,,,,,2023-08-06T16:00:00Z,3.94,,,2023-08-06T16:00:00Z,19.0
1025,3652,-120.50028,False,38.75611,2006-12-16T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T16:00:00Z,22.03,,,,,,,,,,,,
1026,5600,-119.98333,False,38.20028,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,22.38,,,,,,,2023-08-06T16:30:00Z,6.54,,,2023-08-06T16:30:00Z,36.0
1027,229,-122.20167,False,40.15333,2006-12-16T00:00:00Z,2023-08-06T15:00:00Z,2023-08-06T16:00:00Z,31.44,,,,,,,,,,,,
1028,6100,-121.04389,False,40.12806,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,19.63,,,,,,,,,,,,
1029,3850,-122.80083,False,40.16694,2006-12-16T00:00:00Z,2023-05-02T22:00:00Z,2023-04-21T23:00:00Z,20.6,,,,,,,,,,,,
1030,4775,-120.65278,False,39.56778,2006-12-16T00:00:00Z,2023-03-28T10:30:00Z,2023-03-28T10:00:00Z,1.11,,,,,,,,,,,,
1031,3520,-121.52778,False,39.90444,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,22.13,,,,,,,,,,,,
1032,3628,-121.85000,False,40.49611,2006-12-16T00:00:00Z,2023-08-06T15:00:00Z,2023-08-06T16:00:00Z,22.78,,,,,,,,,,,,
1033,139,-121.67111,False,39.45806,2006-12-16T00:00:00Z,2023-07-31T17:00:00Z,2023-08-06T17:00:00Z,26.11,,,,,,,2023-08-06T17:00:00Z,12.9,,,2023-08-06T17:00:00Z,44.0
1034,2700,-122.70833,False,38.80583,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T16:00:00Z,27.78,,,,,,,,,,,,
1035,380,-124.14806,False,40.23000,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,27.22,,,,,,,,,,,,
1036,3528,-123.28306,False,40.71694,2006-12-16T00:00:00Z,2023-08-06T16:10:00Z,2023-08-06T17:00:00Z,21.11,,,,,,,2023-08-06T17:00:00Z,11.4,,,2023-08-06T17:00:00Z,54.0
1037,1912,-122.79333,False,40.72667,2006-12-16T00:00:00Z,2023-08-06T15:15:00Z,,,,,,,,,,,,,,
1038,3962,-123.45972,False,40.20833,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T16:00:00Z,22.78,,,,,,,,,,,,
1039,1837,-122.43333,False,38.57111,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,30.0,,,,,,,,,,,,
1040,795,-121.08722,False,35.89667,2006-12-16T00:00:00Z,2023-08-04T09:10:00Z,,,,,,,,,,,,,,
1041,2104,-122.25000,False,38.43306,2006-12-16T00:00:00Z,2023-08-06T16:10:00Z,2023-08-06T17:00:00Z,31.11,,,,,,,2023-08-06T17:00:00Z,10.52,,,2023-08-06T17:00:00Z,28.0
1042,531,-121.59694,False,36.07222,2006-12-16T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,13.24,,,,,,,2023-08-06T16:30:00Z,10.39,,,2023-08-06T16:30:00Z,83.0
1043,3176,-120.13250,False,37.74056,2006-12-16T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T15:45:00Z,23.33,,,,,,,,,,,,
1044,78,-120.88250,False,37.23611,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,28.72,,,,,,,2023-08-06T17:00:00Z,14.18,,,2023-08-06T17:00:00Z,41.0
1045,1096,-118.78333,False,35.43333,2006-12-16T00:00:00Z,2023-08-06T05:00:00Z,2023-08-06T16:00:00Z,30.0,,,,,,,2023-08-06T16:00:00Z,10.07,,,2023-08-06T16:00:00Z,29.0
1046,2443,-118.70722,False,36.16306,2006-12-16T00:00:00Z,2023-03-31T15:00:00Z,2023-03-31T15:00:00Z,1.67,,,,,,,,,,,,
1047,9972,-119.25861,False,37.91083,2006-12-16T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,14.25,,,,,,,2023-08-06T17:00:00Z,1.75,,,2023-08-06T17:00:00Z,43.0
1048,5236,-119.63222,False,37.50806,2006-12-16T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T16:15:00Z,23.11,,,,,,,2023-08-06T16:15:00Z,10.5,,,2023-08-06T16:15:00Z,45.0
1049,1053,-120.63250,False,35.40000,2006-12-16T00:00:00Z,2023-03-24T09:00:00Z,2023-03-24T09:00:00Z,1.67,,,,,,,,,,,,
1050,3,-117.12694,False,32.57444,2006-12-16T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T16:45:00Z,19.84,,,,,,,2023-08-06T16:45:00Z,18.14,,,2023-08-06T16:45:00Z,90.0
1051,417,-122.11333,False,37.11299,2006-12-28T00:00:00Z,2023-08-06T02:22:00Z,2023-08-06T17:12:00Z,23.33,,,2023-08-06T17:12:00Z,1013.74,,,2023-08-06T17:12:00Z,16.6,,,2023-08-06T17:12:00Z,66.0
1052,141,-124.16450,False,40.76617,2007-01-10T00:00:00Z,2023-07-31T17:57:00Z,2023-08-06T17:17:00Z,15.56,,,2023-08-06T17:17:00Z,1020.98,,,2023-08-06T17:17:00Z,14.59,,,2023-08-06T17:17:00Z,94.0
1053,1201,-117.68217,False,34.08566,2007-01-10T00:00:00Z,2022-11-02T23:45:00Z,2022-11-02T23:45:00Z,17.78,,,2022-11-02T23:45:00Z,1015.11,,,2022-11-02T23:45:00Z,10.35,,,2022-11-02T23:45:00Z,62.0
1054,3141,-118.405,False,35.611667,2007-01-12T00:00:00Z,2023-08-04T18:18:00Z,2023-08-04T18:18:00Z,27.22,,,,,,,2023-08-04T18:18:00Z,8.63,,,2023-08-04T18:18:00Z,31.0
1055,2064,-118.684720,False,35.236670,2007-01-17T00:00:00Z,2023-07-14T21:18:00Z,2023-07-14T21:18:00Z,31.67,,,,,,,2023-07-14T21:18:00Z,11.0,,,2023-07-14T21:18:00Z,28.0
1056,3701,-120.79661,False,39.20101,2007-01-12T00:00:00Z,2023-08-06T15:45:00Z,2023-08-06T17:00:00Z,24.44,,,2023-08-06T17:00:00Z,1007.85,,,2023-08-06T17:00:00Z,13.93,,,2023-08-06T17:00:00Z,52.0
1057,12,-122.10833,False,37.42300,2007-01-31T00:00:00Z,2023-03-30T00:40:00Z,2023-03-30T00:40:00Z,9.44,,,2023-03-30T00:40:00Z,1006.78,,,2023-03-30T00:40:00Z,8.67,,,2023-03-30T00:40:00Z,95.0
1058,1328,-117.45146,False,33.76742,2007-01-31T00:00:00Z,2023-07-31T18:00:00Z,2023-08-06T17:20:00Z,31.67,,,2023-08-06T17:20:00Z,1010.78,,,2023-08-06T17:20:00Z,15.25,,,2023-08-06T17:20:00Z,37.0
1059,299,-117.27083,False,33.02700,2007-01-31T00:00:00Z,2023-08-06T14:57:00Z,2023-08-06T17:17:00Z,18.89,,,2023-08-06T17:17:00Z,1014.72,,,2023-08-06T17:17:00Z,17.38,,,2023-08-06T17:17:00Z,91.0
1060,509,-122.12118,False,37.11996,2007-01-31T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:20:00Z,24.44,,,2023-08-06T17:20:00Z,1015.92,,,2023-08-06T17:20:00Z,15.89,,,2023-08-06T17:20:00Z,59.0
1061,8883,-116.70000,False,33.80000,2007-02-14T00:00:00Z,2022-08-13T02:43:00Z,2022-08-13T02:43:00Z,22.78,,,2022-08-13T02:43:00Z,995.54,,,2022-08-13T02:43:00Z,7.68,,,2022-08-13T02:43:00Z,38.0
1062,232,-118.30533,False,33.73283,2007-02-14T00:00:00Z,2023-02-01T17:50:00Z,2023-02-01T17:50:00Z,16.11,,,2023-02-01T17:50:00Z,1019.59,,,2023-02-01T17:50:00Z,-7.6,,,2023-02-01T17:50:00Z,19.0
1063,3002,-122.58937,False,41.79255,2007-02-21T00:00:00Z,2023-08-06T16:31:00Z,2023-08-06T17:16:00Z,23.6,,,,,,,2023-08-06T17:16:00Z,8.03,,,2023-08-06T17:16:00Z,37.0
1064,5629,-121.08870,False,40.58548,2007-02-21T00:00:00Z,2023-07-31T17:47:00Z,2023-08-06T17:17:00Z,19.7,,,,,,,2023-08-06T17:17:00Z,2.48,,,2023-08-06T17:17:00Z,32.0
1065,292,-119.08186,False,34.35190,2007-03-07T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:16:00Z,27.78,,,2023-08-06T17:16:00Z,1012.05,,,2023-08-06T17:16:00Z,14.06,,,2023-08-06T17:16:00Z,43.0
1066,1694,-120.79391,False,38.37680,2007-03-21T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,27.4,,,2023-08-06T17:15:00Z,1013.97,,,2023-08-06T17:15:00Z,11.52,2023-08-06T17:15:00Z,11.5,2023-08-06T17:15:00Z,37.23
1067,100,-121.85694,False,38.57939,2007-03-21T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T17:15:00Z,33.0,,,2023-08-06T17:15:00Z,1014.68,,,2023-08-06T17:15:00Z,11.13,2023-08-06T17:15:00Z,11.0,2023-08-06T17:15:00Z,26.15
1068,5188,-120.03306,False,39.42806,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1069,5799,-120.11333,False,39.32667,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,15.83,,,,,,,,,,,,
1070,5754,-120.10417,False,39.47056,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1071,5180,-121.20278,False,39.89722,2007-03-23T00:00:00Z,2023-08-06T15:14:00Z,,,,,,,,,,,,,,
1072,2060,-122.70222,False,39.18222,2007-03-22T00:00:00Z,2023-04-06T14:45:00Z,,,,,,,,,,,,,,
1073,5390,-120.65222,False,39.45000,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:30:00Z,22.28,,,,,,,2023-08-06T16:30:00Z,6.45,,,2023-08-06T16:30:00Z,36.0
1074,3018,-121.34528,False,39.69500,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1075,71,-121.40556,False,39.00028,2007-03-23T00:00:00Z,2023-08-04T08:45:00Z,,,,,,,,,,,,,,
1076,76,-122.02167,False,39.33833,2007-03-22T00:00:00Z,2023-08-06T15:45:00Z,,,,,,,,,,,,,,
1077,2815,-121.04889,False,39.45111,2007-03-23T00:00:00Z,2023-08-06T15:00:00Z,,,,,,,,,,,,,,
1078,63,-121.43611,False,39.02639,2007-03-23T00:00:00Z,2023-08-06T15:15:00Z,,,,,,,,,,,,,,
1079,2708,-121.61111,False,39.87194,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1080,5148,-121.32111,False,39.81306,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1081,2398,-120.67139,False,36.41611,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1082,1502,-122.53361,False,39.08056,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1083,479,-122.44333,False,40.60167,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1084,5000,-120.98694,False,39.67806,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1085,1498,-122.56472,False,38.92417,2007-05-12T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1086,2437,-120.63333,False,38.40000,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,25.67,,,,,,,2023-08-06T17:00:00Z,12.14,,,2023-08-06T17:00:00Z,43.0
1087,12,-121.31861,False,37.99889,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1088,398,-122.38861,False,39.54111,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T16:00:00Z,35.56,,,,,,,,,,,,
1089,720,-122.52861,False,39.88778,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1090,892,-123.78667,False,40.47833,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,18.89,,,,,,,,,,,,
1091,350,-123.05250,False,38.87944,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1092,337,-123.63250,False,40.21861,2007-03-23T00:00:00Z,2023-08-06T16:15:00Z,,,,,,,,,,,,,,
1093,333,-123.67250,False,41.05000,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1094,780,-123.72056,False,39.87444,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1095,2719,-123.37389,False,40.31861,2007-03-23T00:00:00Z,2023-04-08T23:00:00Z,2023-04-08T23:00:00Z,15.56,,,,,,,,,,,,
1096,252,-123.77500,False,40.18194,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1097,3,-124.05000,False,41.29944,2007-03-23T00:00:00Z,2023-08-06T16:15:00Z,,,,,,,,,,,,,,
1098,1844,-123.32167,False,39.35056,2007-03-23T00:00:00Z,2023-08-06T15:00:00Z,2023-08-06T16:00:00Z,23.11,,,,,,,2023-08-06T16:00:00Z,12.09,,,2023-08-06T16:00:00Z,50.0
1099,1100,-123.23139,False,38.90528,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T16:00:00Z,22.22,,,,,,,,,,,,
1100,442,-120.86778,False,35.93028,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1101,342,-122.32889,False,37.49611,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1102,662,-122.42194,False,37.54806,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1103,150,-122.42694,False,37.77056,2007-03-23T00:00:00Z,2023-08-06T15:43:00Z,2023-08-06T16:43:00Z,19.29,,,,,,,2023-08-06T16:43:00Z,12.27,,,2023-08-06T16:43:00Z,64.0
1104,2756,-120.60806,False,36.08306,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1105,1594,-122.53306,False,38.49194,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T16:00:00Z,31.11,,,,,,,,,,,,
1106,1266,-123.01806,False,38.60861,2007-03-23T00:00:00Z,2023-08-06T16:15:00Z,2023-08-06T16:00:00Z,27.89,,,,,,,2023-08-06T16:00:00Z,10.59,,,2023-08-06T16:00:00Z,34.0
1107,3490,-118.36028,False,35.30944,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,26.5,,,,,,,,,,,,
1108,2835,-118.24306,False,35.63278,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,24.9,,,,,,,,,,,,
1109,4000,-118.18889,False,35.50833,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,27.2,,,,,,,,,,,,
1110,2560,-118.56722,False,35.25806,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,28.2,,,,,,,,,,,,
1111,3168,-118.27389,False,35.61333,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,30.8,,,,,,,,,,,,
1112,4790,-118.44778,False,35.09028,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,27.0,,,,,,,,,,,,
1113,7339,-118.06250,False,35.94111,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,19.3,,,,,,,,,,,,
1114,4000,-120.32778,False,35.94194,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1115,1128,-120.31250,False,37.65389,2007-03-23T00:00:00Z,2023-08-06T16:15:00Z,,,,,,,,,,,,,,
1116,229,-120.46222,False,37.55500,2007-03-23T00:00:00Z,2023-08-06T15:45:00Z,,,,,,,,,,,,,,
1117,2790,-118.41139,False,35.28167,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,24.6,,,,,,,,,,,,
1118,350,-120.92972,False,36.99361,2007-03-23T00:00:00Z,2023-08-06T15:15:00Z,,,,,,,,,,,,,,
1119,7529,-118.21944,False,36.02944,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,19.1,,,,,,,,,,,,
1120,2688,-118.58639,False,35.33167,2007-03-23T00:00:00Z,2023-08-04T19:30:00Z,2023-08-04T19:30:00Z,22.3,,,,,,,,,,,,
1121,4220,-118.41194,False,35.38417,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,22.4,,,,,,,,,,,,
1122,4838,-120.58250,False,36.32917,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1123,3890,-118.43833,False,35.13306,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,25.3,,,,,,,,,,,,
1124,2970,-118.45111,False,35.28861,2007-03-23T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,23.2,,,,,,,,,,,,
1125,3620,-118.47111,False,35.22083,2007-03-23T00:00:00Z,2023-05-22T22:30:00Z,2023-05-22T22:20:00Z,25.1,,,,,,,,,,,,
1126,5760,-118.48389,False,35.07222,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,21.8,,,,,,,,,,,,
1127,3229,-118.54556,False,35.38222,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,2023-08-06T16:20:00Z,25.0,,,,,,,,,,,,
1128,5510,-118.41056,False,35.20528,2007-03-22T00:00:00Z,2023-08-06T15:30:00Z,,,,,,,,,,,,,,
1129,1094,-120.29306,False,36.01639,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1130,2924,-118.89250,False,34.52222,2007-03-23T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1131,692,-120.63917,False,35.71722,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1132,1410,-118.84944,False,34.34639,2007-03-23T00:00:00Z,2023-08-06T16:24:00Z,,,,,,,,,,,,,,
1133,818,-118.70444,False,34.39917,2007-03-23T00:00:00Z,2023-08-06T15:25:00Z,,,,,,,,,,,,,,
1134,1100,-120.63722,False,35.37361,2007-03-23T00:00:00Z,2023-06-22T21:00:00Z,2023-06-22T21:00:00Z,23.89,,,,,,,,,,,,
1135,2847,-118.88139,False,34.47917,2007-03-23T00:00:00Z,2023-08-06T15:25:00Z,,,,,,,,,,,,,,
1136,1416,-118.71861,False,34.32583,2007-03-23T00:00:00Z,2023-08-06T15:25:00Z,,,,,,,,,,,,,,
1137,1120,-117.27139,False,34.12833,2007-03-23T00:00:00Z,2023-07-31T17:00:00Z,,,,,,,,,,,,,,
1138,3740,-117.52389,False,34.25250,2007-03-23T00:00:00Z,2023-08-06T15:45:00Z,,,,,,,,,,,,,,
1139,3134,-117.23500,False,34.34250,2007-03-22T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1140,1040,-117.17611,False,33.53222,2007-03-23T00:00:00Z,2023-08-06T15:00:00Z,,,,,,,,,,,,,,
1141,269,-117.70250,False,33.48450,2007-04-11T00:00:00Z,2023-07-31T18:00:00Z,2023-08-06T17:20:00Z,21.11,,,2023-08-06T17:20:00Z,1015.01,,,2023-08-06T17:20:00Z,19.03,,,2023-08-06T17:20:00Z,88.0
1142,7,-122.44700,False,37.89200,2007-04-21T00:00:00Z,2023-08-06T15:16:00Z,2023-08-06T16:16:00Z,17.71,,,,,2023-08-06T16:16:00Z,1016.0,2023-08-06T16:16:00Z,13.59,,,2023-08-06T16:16:00Z,76.94
1143,1298,-122.73667,False,40.42333,2007-05-08T00:00:00Z,2023-08-06T16:00:00Z,2023-08-06T17:00:00Z,32.78,,,,,,,,,,,,
1144,1705,-123.71833,False,41.98806,2007-05-08T00:00:00Z,2023-08-06T16:00:00Z,,,,,,,,,,,,,,
1145,4160,-119.250280,False,37.012780,2007-10-04T00:00:00Z,2023-05-03T19:53:00Z,2023-05-03T19:53:00Z,10.56,,,,,,,2023-05-03T19:53:00Z,2.06,,,2023-05-03T19:53:00Z,56.0
1146,0,-117.20000,False,32.60000,2007-05-17T00:00:00Z,2023-08-06T15:56:00Z,2023-02-19T12:56:00Z,4.51,,,2022-12-30T19:56:00Z,1014.4,2023-02-02T21:56:00Z,997.1,2023-02-19T12:56:00Z,2.38,,,2023-02-19T12:56:00Z,86.22
1147,387,-121.76490,False,37.29699,2007-05-30T00:00:00Z,2023-08-06T16:25:00Z,2023-08-06T17:15:00Z,24.44,,,2023-08-06T17:15:00Z,1015.76,,,2023-08-06T17:15:00Z,15.08,,,2023-08-06T17:15:00Z,56.0
